currentScore,opponentScore,pendingScore,remainingDice,turnNumber,isOpen,scoreGap,pointsNeededToWin,bustProbability,expectedValue,decidedToHold,outcome,won
0,0,0,6,1,false,0,10000,0.033,357.5,false,0,true
0,0,750,1,2,false,0,10000,0.671,-465.9,false,750,true
0,0,800,6,2,false,0,10000,0.033,340.3,false,50,true
0,0,1200,3,2,true,0,10000,0.278,-237.6,true,1200,true
400,0,400,5,3,true,400,9600,0.080,198.6,true,400,true
1150,0,750,1,4,true,1150,8850,0.671,-474.3,true,750,true
1450,0,300,4,5,true,1450,8550,0.159,94.1,true,300,true
1650,0,200,3,6,true,1650,8350,0.278,32.4,true,200,true
1650,0,300,2,6,true,1650,8350,0.435,-81.2,true,0,true
2050,1000,400,5,7,true,1050,7950,0.080,193.2,true,400,true
2450,1250,400,5,8,true,1200,7550,0.080,198.3,true,400,true
2650,1450,200,3,9,true,1200,7350,0.278,34.1,true,200,true
2650,1450,100,5,9,true,1200,7350,0.080,207.8,false,100,true
2650,1450,600,2,9,true,1200,7350,0.435,-209.9,true,600,true
3650,1450,400,4,10,true,2200,6350,0.159,76.3,true,400,true
3900,1650,250,3,11,true,2250,6100,0.278,18.8,true,250,true
3900,2850,300,4,12,true,1050,6100,0.159,96.4,true,0,true
4400,3050,500,3,13,true,1350,5600,0.278,-47.8,true,500,true
4400,3300,0,6,14,true,1100,5600,0.033,363.3,false,0,true
4400,3300,500,3,14,true,1100,5600,0.278,-51.5,true,500,true
5850,3300,950,6,15,true,2550,4150,0.033,322.8,true,950,true
6250,3500,400,5,16,true,2750,3750,0.080,197.3,true,400,true
6250,3500,150,4,16,true,2750,3750,0.159,123.1,false,150,true
6250,3500,150,4,16,true,2750,3750,0.159,121.1,false,-150,true
7300,3800,1050,2,17,true,3500,2700,0.435,-414.4,true,1050,true
7300,3800,50,5,17,true,3500,2700,0.080,221.7,false,50,true
7300,3800,50,5,17,true,3500,2700,0.080,219.8,false,-50,true
7300,4500,300,4,18,true,2800,2700,0.159,96.5,true,0,true
7300,4500,600,2,18,true,2800,2700,0.435,-226.4,true,600,true
9900,4500,2000,1,19,true,5400,100,0.671,-1305.3,true,2000,true
9900,4500,150,4,19,true,5400,100,0.159,120.5,false,150,true
9900,4500,250,3,19,true,5400,100,0.278,19.8,false,100,true
9900,4500,400,1,19,true,5400,100,0.671,-239.6,true,0,true
9900,6000,400,2,20,true,3900,100,0.435,-127.2,true,-400,true
9900,6000,100,4,20,true,3900,100,0.159,128.9,false,100,true
9900,6000,200,2,20,true,3900,100,0.435,-40.2,true,0,true
9950,6550,50,5,21,true,3400,50,0.080,219.3,true,50,true
9950,6550,100,5,21,true,3400,50,0.080,219.2,false,100,true
9950,6550,300,3,21,true,3400,50,0.278,3.6,true,0,true
9950,6850,1500,6,22,true,3100,50,0.033,301.8,true,-1500,true
9950,6850,500,3,22,true,3100,50,0.278,-45.1,true,0,true
9950,7350,1000,3,23,true,2600,50,0.278,-182.5,true,-1000,true
9950,7550,100,5,24,true,2400,50,0.080,216.8,true,-100,true
9950,7750,150,4,25,true,2200,50,0.159,121.2,true,-150,true
9950,7750,200,3,25,true,2200,50,0.278,31.3,false,200,true
9950,7750,250,2,25,true,2200,50,0.435,-63.2,true,0,true
10000,8350,50,5,26,true,1650,0,0.080,223.0,true,50,true
0,0,350,2,1,false,0,10000,0.435,-101.3,false,350,false
0,0,350,2,1,false,0,10000,0.435,-107.1,false,-350,false
0,0,200,3,2,false,0,10000,0.278,32.3,false,200,false
0,0,250,2,2,false,0,10000,0.435,-57.1,false,50,false
0,0,350,6,2,false,0,10000,0.033,352.7,false,100,false
0,0,450,4,2,false,0,10000,0.159,70.2,false,100,false
0,0,650,1,2,false,0,10000,0.671,-406.9,false,200,false
0,0,650,1,2,false,0,10000,0.671,-411.6,false,-650,false
0,400,150,4,3,false,-400,10000,0.159,121.9,false,150,false
0,400,300,2,3,false,-400,10000,0.435,-79.1,false,150,false
0,400,300,2,3,false,-400,10000,0.435,-82.0,false,-300,false
0,1150,350,2,4,false,-1150,10000,0.435,-105.2,false,350,false
0,1150,400,1,4,false,-1150,10000,0.671,-242.2,false,50,false
0,1150,400,1,4,false,-1150,10000,0.671,-240.2,false,-400,false
0,1450,1000,2,5,true,-1450,10000,0.435,-396.1,true,1000,false
1000,1650,1000,6,6,true,-650,9000,0.033,325.0,true,1000,false
1250,2050,250,3,7,true,-800,8750,0.278,17.5,true,250,false
1450,2450,200,3,8,true,-1000,8550,0.278,34.7,true,200,false
1450,3250,350,1,9,true,-1800,8550,0.671,-204.3,true,0,false
1450,3250,150,4,9,true,-1800,8550,0.159,122.4,false,150,false
1450,3250,150,4,9,true,-1800,8550,0.159,120.5,false,-150,false
1650,3650,200,3,10,true,-2000,8350,0.278,37.4,true,200,false
1650,3650,0,6,10,true,-2000,8350,0.033,370.7,false,0,false
1850,3900,200,4,11,true,-2050,8150,0.159,111.0,true,200,false
1850,3900,1000,3,11,true,-2050,8150,0.278,-182.1,true,1000,false
3050,3900,200,4,12,true,-850,6950,0.159,112.8,true,200,false
3050,3900,50,5,12,true,-850,6950,0.080,223.5,false,50,false
3050,3900,350,2,12,true,-850,6950,0.435,-107.1,true,0,false
3300,4400,250,3,13,true,-1100,6700,0.278,15.9,true,250,false
3300,4900,300,5,14,true,-1600,6700,0.080,202.0,true,0,false
3300,4900,400,6,14,true,-1600,6700,0.033,344.5,false,400,false
3300,4900,950,6,14,true,-1600,6700,0.033,330.5,true,0,false
3500,5850,200,3,15,true,-2350,6500,0.278,28.6,true,200,false
3500,5850,100,5,15,true,-2350,6500,0.080,219.7,false,100,false
3500,5850,400,1,15,true,-2350,6500,0.671,-243.8,true,0,false
3800,6250,300,5,16,true,-2450,6200,0.080,204.3,true,300,false
3800,6250,600,2,16,true,-2450,6200,0.435,-214.1,true,0,false
4100,7300,300,5,17,true,-3200,5900,0.080,203.9,true,300,false
4100,7300,400,2,17,true,-3200,5900,0.435,-129.1,true,400,false
4500,7900,300,3,18,true,-3400,5500,0.278,6.1,true,0,false
4500,7900,600,2,18,true,-3400,5500,0.435,-217.4,true,0,false
6000,9900,1500,6,19,true,-3900,4000,0.033,315.6,true,1500,false
6550,9900,550,1,20,true,-3350,3450,0.671,-340.5,true,550,false
6850,9950,300,4,21,true,-3100,3150,0.159,97.8,true,300,false
7350,9950,500,2,22,true,-2600,2650,0.435,-169.4,true,500,false
7550,9950,200,3,23,true,-2400,2450,0.278,27.3,true,200,false
7750,9950,200,4,24,true,-2200,2250,0.159,109.5,true,200,false
8350,9950,600,6,25,true,-1600,1650,0.033,340.4,true,600,false
0,0,0,6,1,false,0,10000,0.033,355.5,false,0,false
0,0,250,3,2,false,0,10000,0.278,15.0,false,250,false
0,0,300,2,2,false,0,10000,0.435,-82.6,false,50,false
0,0,400,1,2,false,0,10000,0.671,-238.5,false,100,false
0,0,400,1,2,false,0,10000,0.671,-240.5,false,-400,false
0,0,300,1,3,false,0,10000,0.671,-178.0,false,300,false
0,0,400,6,3,false,0,10000,0.033,348.9,false,100,false
0,0,650,3,3,false,0,10000,0.278,-96.4,false,250,false
0,0,800,1,3,false,0,10000,0.671,-508.0,false,150,false
0,0,850,6,3,false,0,10000,0.033,340.3,false,50,false
0,0,1000,4,3,true,0,10000,0.159,-24.3,true,1000,false
0,0,700,1,3,true,0,10000,0.671,-446.9,true,0,false
0,1100,0,6,4,true,-1100,10000,0.033,357.9,false,0,false
0,1100,300,3,4,true,-1100,10000,0.278,-0.6,true,0,false
200,1400,200,3,5,true,-1200,9800,0.278,33.3,true,200,false
500,1600,300,4,6,true,-1100,9500,0.159,92.5,true,300,false
500,1600,1050,2,6,true,-1100,9500,0.435,-419.8,true,0,false
1600,2650,1100,1,7,true,-1050,8400,0.671,-704.6,true,1100,false
1600,2650,100,5,7,true,-1050,8400,0.080,218.9,false,100,false
1600,2650,250,3,7,true,-1050,8400,0.278,11.4,true,0,false
2000,2900,400,3,8,true,-900,8000,0.278,-28.9,true,400,false
2000,2900,100,5,8,true,-900,8000,0.080,213.5,false,100,false
2000,2900,400,1,8,true,-900,8000,0.671,-238.8,true,400,false
2700,2900,300,4,9,true,-200,7300,0.159,92.9,true,300,false
2950,3100,250,3,10,true,-150,7050,0.278,16.4,true,250,false
2950,3100,0,6,11,true,-150,7050,0.033,371.0,false,0,false
2950,3100,200,3,11,true,-150,7050,0.278,29.8,true,0,false
3450,3400,500,3,12,true,50,6550,0.278,-54.2,true,500,false
3850,3600,400,4,13,true,250,6150,0.159,82.4,true,400,false
3850,3600,150,4,13,true,250,6150,0.159,123.4,false,150,false
3850,3600,300,2,13,true,250,6150,0.435,-83.0,true,0,false
4150,4200,300,2,14,true,-50,5850,0.435,-83.2,true,300,false
4150,4200,200,3,14,true,-50,5850,0.278,27.5,false,200,false
4150,4200,300,2,14,true,-50,5850,0.435,-78.6,true,0,false
4550,4800,400,4,15,true,-250,5450,0.159,81.7,true,400,false
4550,4800,200,4,15,true,-250,5450,0.159,112.5,false,200,false
4550,4800,250,3,15,true,-250,5450,0.278,17.9,true,0,false
5050,5050,500,3,16,true,0,4950,0.278,-54.3,true,500,false
5300,5200,250,3,17,true,100,4700,0.278,17.5,true,250,false
5300,5200,250,3,17,true,100,4700,0.278,9.7,true,0,false
5600,5700,300,4,18,true,-100,4400,0.159,96.8,true,300,false
5600,5700,100,4,18,true,-100,4400,0.159,127.1,false,100,false
5600,5700,200,3,18,true,-100,4400,0.278,32.8,true,0,false
5900,6000,300,4,19,true,-100,4100,0.159,95.1,true,300,false
5900,6000,1000,3,19,true,-100,4100,0.278,-198.9,true,1000,false
7200,6000,300,4,20,true,1200,2800,0.159,93.0,true,300,false
7200,6000,200,3,20,true,1200,2800,0.278,36.5,true,0,false
7400,6300,200,3,21,true,1100,2600,0.278,27.5,true,200,false
7400,6300,200,4,21,true,1100,2600,0.159,111.6,false,200,false
7400,6300,350,2,21,true,1100,2600,0.435,-106.2,true,0,false
7700,6900,300,2,22,true,800,2300,0.435,-84.3,true,300,false
7700,6900,400,3,22,true,800,2300,0.278,-18.9,true,400,false
8500,6900,400,2,23,true,1600,1500,0.435,-130.6,true,400,false
8500,6900,500,3,23,true,1600,1500,0.278,-50.8,true,500,false
9150,6900,150,4,24,true,2250,850,0.159,122.1,true,150,false
9150,6900,250,2,24,true,2250,850,0.435,-62.0,true,0,false
9300,7500,150,4,25,true,1800,700,0.159,122.2,true,150,false
9300,7650,1250,1,26,true,1650,700,0.671,-786.9,true,-1250,false
9900,7650,600,3,27,true,2250,100,0.278,-79.0,true,600,false
9900,7650,0,6,27,true,2250,100,0.033,351.2,false,0,false
9950,8650,50,5,28,true,1300,50,0.080,222.9,true,50,false
9950,8700,200,3,29,true,1250,50,0.278,30.3,true,-200,false
9950,8700,50,5,29,true,1250,50,0.080,225.5,false,50,false
9950,8700,100,4,29,true,1250,50,0.159,128.9,false,50,false
9950,8700,100,4,29,true,1250,50,0.159,127.6,false,-100,false
9950,9450,150,4,30,true,500,50,0.159,123.6,true,-150,false
0,0,600,2,1,false,0,10000,0.435,-215.9,false,600,true
0,0,650,1,1,false,0,10000,0.671,-417.1,false,50,true
0,0,650,1,1,false,0,10000,0.671,-406.6,false,-650,true
0,0,500,3,2,false,0,10000,0.278,-56.0,false,500,true
0,0,700,1,2,false,0,10000,0.671,-451.6,false,200,true
0,0,800,6,2,false,0,10000,0.033,329.5,false,100,true
0,0,2300,6,2,true,0,10000,0.033,286.1,true,2300,true
1100,0,1100,1,3,true,1100,8900,0.671,-707.9,true,1100,true
1400,0,300,4,4,true,1400,8600,0.159,100.1,true,300,true
1600,200,200,4,5,true,1400,8400,0.159,108.8,true,200,true
2650,500,1050,2,6,true,2150,7350,0.435,-419.9,true,1050,true
2650,500,0,6,6,true,2150,7350,0.033,356.5,false,0,true
2900,1600,250,3,7,true,1300,7100,0.278,18.9,true,250,true
2900,2400,350,2,8,true,500,7100,0.435,-110.7,true,0,true
3100,2700,200,3,9,true,400,6900,0.278,33.8,true,200,true
3100,2950,0,6,10,true,150,6900,0.033,355.7,false,0,true
3400,2950,300,5,11,true,450,6600,0.080,208.1,true,300,true
3400,2950,200,4,11,true,450,6600,0.159,115.0,false,200,true
3400,2950,400,2,11,true,450,6600,0.435,-128.8,true,0,true
3600,3450,200,4,12,true,150,6400,0.159,110.9,true,200,true
4200,3850,600,2,13,true,350,5800,0.435,-217.1,true,600,true
4800,4150,600,2,14,true,650,5200,0.435,-211.9,true,600,true
5050,4550,250,3,15,true,500,4950,0.278,16.1,true,250,true
5050,4550,200,3,15,true,500,4950,0.278,31.7,false,200,true
5050,4550,250,2,15,true,500,4950,0.435,-61.8,true,0,true
5200,5050,150,4,16,true,150,4800,0.159,121.7,true,150,true
5700,5300,500,3,17,true,400,4300,0.278,-56.9,true,500,true
6000,5600,300,5,18,true,400,4000,0.080,205.6,true,300,true
6000,6900,500,3,19,true,-900,4000,0.278,-56.2,true,0,true
6300,7200,300,4,20,true,-900,3700,0.159,90.0,true,300,true
6900,7400,600,2,21,true,-500,3100,0.435,-207.1,true,600,true
6900,8100,300,5,22,true,-1200,3100,0.080,203.8,true,0,true
6900,8100,200,3,22,true,-1200,3100,0.278,31.9,true,0,true
6900,9000,300,3,23,true,-2100,3100,0.278,4.1,true,0,true
7500,9150,600,3,24,true,-1650,2500,0.278,-86.8,true,600,true
7650,9300,150,4,25,true,-1650,2350,0.159,115.8,true,150,true
7650,9300,0,6,26,true,-1650,2350,0.033,348.2,false,0,true
7650,9300,100,4,26,true,-1650,2350,0.159,127.0,false,100,true
7650,9300,300,1,26,true,-1650,2350,0.671,-178.5,true,0,true
8650,9900,1000,3,27,true,-1250,1350,0.278,-190.2,true,1000,true
8700,9950,50,5,28,true,-1250,1300,0.080,218.0,true,50,true
9450,9950,750,1,29,true,-500,550,0.671,-475.6,true,750,true
10000,9950,550,6,30,true,50,0,0.033,341.7,true,550,true
0,0,450,1,1,false,0,10000,0.671,-279.7,false,450,true
0,0,450,1,1,false,0,10000,0.671,-271.0,false,-450,true
0,0,800,2,2,false,0,10000,0.435,-314.3,false,800,true
0,0,800,2,2,false,0,10000,0.435,-296.4,false,-800,true
0,0,200,3,3,false,0,10000,0.278,30.0,false,200,true
0,0,450,6,3,false,0,10000,0.033,343.5,false,250,true
0,0,500,5,3,false,0,10000,0.080,190.5,false,50,true
0,0,600,4,3,false,0,10000,0.159,49.9,false,100,true
0,0,600,4,3,false,0,10000,0.159,54.4,false,-600,true
0,0,100,5,4,false,0,10000,0.080,214.8,false,100,true
0,0,350,2,4,false,0,10000,0.435,-106.1,false,250,true
0,0,450,1,4,false,0,10000,0.671,-272.5,false,100,true
0,0,550,6,4,false,0,10000,0.033,351.2,false,100,true
0,0,650,4,4,false,0,10000,0.159,34.7,false,100,true
0,0,800,2,4,false,0,10000,0.435,-307.6,false,150,true
0,0,800,2,4,false,0,10000,0.435,-299.4,false,-800,true
0,0,50,5,5,false,0,10000,0.080,228.8,false,50,true
0,0,50,5,5,false,0,10000,0.080,223.6,false,-50,true
0,0,100,5,6,false,0,10000,0.080,209.8,false,100,true
0,0,800,1,6,false,0,10000,0.671,-502.4,false,700,true
0,0,850,6,6,false,0,10000,0.033,328.8,false,50,true
0,0,1050,4,6,true,0,10000,0.159,-23.7,true,1050,true
1050,0,1050,2,7,true,1050,8950,0.435,-421.3,true,1050,true
1050,0,200,3,7,true,1050,8950,0.278,32.4,true,0,true
1450,300,400,5,8,true,1150,8550,0.080,199.6,true,400,true
1450,300,600,2,8,true,1150,8550,0.435,-211.5,true,600,true
2450,300,400,5,9,true,2150,7550,0.080,197.4,true,400,true
2450,300,400,3,9,true,2150,7550,0.278,-27.7,true,400,true
3150,300,300,4,10,true,2850,6850,0.159,97.2,true,300,true
3150,1650,1050,2,11,true,1500,6850,0.435,-414.2,true,0,true
3450,1850,300,4,12,true,1600,6550,0.159,104.4,true,300,true
3450,1850,200,4,12,true,1600,6550,0.159,113.5,false,200,true
3450,1850,1200,1,12,true,1600,6550,0.671,-793.5,true,0,true
3850,3850,400,5,13,true,0,6150,0.080,193.4,true,400,true
3850,3850,500,2,13,true,0,6150,0.435,-164.7,true,0,true
4450,4550,600,1,14,true,-100,5550,0.671,-376.2,true,600,true
4450,4550,300,2,14,true,-100,5550,0.435,-82.3,true,0,true
4750,4850,300,4,15,true,-100,5250,0.159,92.2,true,300,true
5150,5100,400,3,16,true,50,4850,0.278,-20.6,true,400,true
5150,5100,100,4,16,true,50,4850,0.159,126.2,false,100,true
5150,5100,250,2,16,true,50,4850,0.435,-63.2,true,0,true
5600,5400,450,2,17,true,200,4400,0.435,-152.2,true,450,true
5600,5400,300,2,17,true,200,4400,0.435,-81.8,true,0,true
5950,5800,350,1,18,true,150,4050,0.671,-207.4,true,350,true
6250,6000,300,4,19,true,250,3750,0.159,93.9,true,300,true
6250,6000,600,3,19,true,250,3750,0.278,-75.3,true,600,true
7750,6000,900,6,20,true,1750,2250,0.033,328.1,true,900,true
7750,6000,100,5,20,true,1750,2250,0.080,221.8,false,100,true
7750,6000,250,3,20,true,1750,2250,0.278,18.1,true,0,true
8050,6300,300,4,21,true,1750,1950,0.159,98.1,true,300,true
8050,7350,500,3,22,true,700,1950,0.278,-46.6,true,0,true
8050,7550,0,6,23,true,500,1950,0.033,351.4,false,0,true
8050,7550,100,5,23,true,500,1950,0.080,219.3,false,100,true
8050,7550,1100,2,23,true,500,1950,0.435,-443.0,true,1100,true
9300,7550,150,4,24,true,1750,700,0.159,122.6,true,150,true
9300,7550,100,4,24,true,1750,700,0.159,124.4,false,100,true
9300,7550,300,2,24,true,1750,700,0.435,-82.3,true,0,true
9750,7850,450,2,25,true,1900,250,0.435,-150.2,true,450,true
9850,8000,100,4,26,true,1850,150,0.159,127.1,true,100,true
9950,8250,100,5,27,true,1700,50,0.080,219.4,true,100,true
9950,8400,200,4,28,true,1550,50,0.159,107.4,true,-200,true
9950,8400,100,4,28,true,1550,50,0.159,130.3,false,100,true
9950,8400,150,3,28,true,1550,50,0.278,45.8,false,50,true
9950,8400,150,3,28,true,1550,50,0.278,49.6,false,-150,true
9950,9600,200,3,29,true,350,50,0.278,27.3,true,-200,true
9950,9850,250,3,30,true,100,50,0.278,13.9,true,-250,true
9950,9950,800,1,31,true,0,50,0.671,-508.1,true,-800,true
9950,9950,600,1,32,true,0,50,0.671,-380.6,true,-600,true
9950,9950,450,2,33,true,0,50,0.435,-147.6,true,-450,true
9950,9950,200,4,34,true,0,50,0.159,115.5,true,-200,true
9950,9950,100,5,35,true,0,50,0.080,213.6,true,-100,true
9950,9950,300,2,36,true,0,50,0.435,-82.8,true,-300,true
9950,9950,400,3,37,true,0,50,0.278,-21.3,true,-400,true
9950,9950,150,4,38,true,0,50,0.159,126.1,true,-150,true
9950,9950,250,3,39,true,0,50,0.278,15.2,true,-250,true
9950,9950,750,1,40,true,0,50,0.671,-476.6,true,-750,true
9950,9950,0,6,41,true,0,50,0.033,357.9,false,0,true
9950,9950,1000,3,42,true,0,50,0.278,-194.8,true,-1000,true
9950,9950,750,1,43,true,0,50,0.671,-471.1,true,-750,true
9950,9950,200,4,44,true,0,50,0.159,111.0,true,-200,true
9950,9950,100,4,45,true,0,50,0.159,131.3,true,-100,true
9950,9950,250,3,46,true,0,50,0.278,19.6,true,-250,true
9950,9950,150,4,47,true,0,50,0.159,119.7,true,-150,true
9950,9950,200,4,48,true,0,50,0.159,113.8,true,-200,true
9950,9950,100,5,49,true,0,50,0.080,223.3,true,-100,true
9950,9950,600,3,50,true,0,50,0.278,-80.3,true,-600,true
9950,9950,2100,6,51,true,0,50,0.033,300.3,true,-2100,true
9950,9950,1000,3,52,true,0,50,0.278,-202.5,true,-1000,true
9950,9950,700,1,53,true,0,50,0.671,-441.9,true,-700,true
9950,9950,1050,2,54,true,0,50,0.435,-420.3,true,-1050,true
9950,9950,500,2,55,true,0,50,0.435,-172.9,true,-500,true
9950,9950,150,4,56,true,0,50,0.159,121.4,true,-150,true
9950,9950,1300,1,57,true,0,50,0.671,-832.7,true,-1300,true
9950,9950,600,3,58,true,0,50,0.278,-84.7,true,-600,true
9950,9950,150,4,59,true,0,50,0.159,119.8,true,-150,true
9950,9950,250,3,60,true,0,50,0.278,15.3,true,-250,true
10000,9950,50,5,61,true,50,0,0.080,223.0,true,50,true
0,0,100,5,1,false,0,10000,0.080,217.2,false,100,false
0,0,200,4,1,false,0,10000,0.159,111.9,false,100,false
0,0,200,4,1,false,0,10000,0.159,107.7,false,-200,false
0,0,150,4,2,false,0,10000,0.159,117.4,false,150,false
0,0,200,3,2,false,0,10000,0.278,29.4,false,50,false
0,0,400,1,2,false,0,10000,0.671,-240.6,false,200,false
0,0,400,1,2,false,0,10000,0.671,-240.5,false,-400,false
0,0,500,1,3,false,0,10000,0.671,-310.8,false,500,false
0,0,500,1,3,false,0,10000,0.671,-306.8,false,-500,false
0,0,100,5,4,false,0,10000,0.080,223.7,false,100,false
0,0,350,2,4,false,0,10000,0.435,-102.4,false,250,false
0,0,550,6,4,false,0,10000,0.033,343.2,false,200,false
0,0,600,5,4,false,0,10000,0.080,189.1,false,50,false
0,0,750,3,4,false,0,10000,0.278,-121.6,false,150,false
0,0,850,2,4,false,0,10000,0.435,-317.1,false,100,false
0,0,850,2,4,false,0,10000,0.435,-325.8,false,-850,false
0,0,200,3,5,false,0,10000,0.278,30.3,false,200,false
0,0,300,2,5,false,0,10000,0.435,-83.2,false,100,false
0,0,300,2,5,false,0,10000,0.435,-82.6,false,-300,false
0,0,1000,3,6,true,0,10000,0.278,-193.9,true,1000,false
0,0,250,3,6,true,0,10000,0.278,23.6,false,250,false
0,0,300,2,6,true,0,10000,0.435,-86.8,true,0,false
300,1050,300,5,7,true,-750,9700,0.080,200.9,true,300,false
300,2050,300,4,8,true,-1750,9700,0.159,95.4,true,0,false
300,2050,300,2,8,true,-1750,9700,0.435,-80.4,true,0,false
300,2850,300,5,9,true,-2550,9700,0.080,197.2,true,0,false
300,2850,200,3,9,true,-2550,9700,0.278,29.1,true,0,false
550,3150,250,3,10,true,-2600,9450,0.278,14.6,true,250,false
550,3150,100,5,10,true,-2600,9450,0.080,215.5,false,100,false
550,3150,1100,2,10,true,-2600,9450,0.435,-434.5,true,1100,false
1850,3150,200,3,11,true,-1300,8150,0.278,28.5,true,200,false
1850,3150,50,5,11,true,-1300,8150,0.080,220.1,false,50,false
1850,3150,100,4,11,true,-1300,8150,0.159,121.9,false,50,false
1850,3150,200,2,11,true,-1300,8150,0.435,-37.7,true,0,false
3850,3450,2000,1,12,true,400,6150,0.671,-1311.9,true,2000,false
4550,3850,700,1,13,true,700,5450,0.671,-445.4,true,700,false
4550,3850,250,2,13,true,700,5450,0.435,-58.1,true,0,false
4850,4450,300,2,14,true,400,5150,0.435,-83.4,true,300,false
5100,4750,250,3,15,true,350,4900,0.278,20.8,true,250,false
5400,5150,300,5,16,true,250,4600,0.080,209.2,true,300,false
5800,5600,400,3,17,true,200,4200,0.278,-24.5,true,400,false
6000,5950,200,4,18,true,50,4000,0.159,116.9,true,200,false
6000,6850,400,3,19,true,-850,4000,0.278,-19.2,true,0,false
6000,6850,150,4,19,true,-850,4000,0.159,121.0,false,150,false
6000,6850,650,1,19,true,-850,4000,0.671,-404.1,true,0,false
6300,7750,300,5,20,true,-1450,3700,0.080,201.8,true,300,false
6300,7750,250,2,20,true,-1450,3700,0.435,-58.7,true,0,false
6500,8050,200,3,21,true,-1550,3500,0.278,27.8,true,200,false
6500,8050,850,1,21,true,-1550,3500,0.671,-539.6,true,850,false
7550,8050,200,4,22,true,-500,2450,0.159,108.0,true,200,false
7550,9150,300,5,23,true,-1600,2450,0.080,198.1,true,0,false
7850,9300,300,5,24,true,-1450,2150,0.080,208.4,true,300,false
7850,9300,100,4,24,true,-1450,2150,0.159,126.4,false,100,false
7850,9300,150,3,24,true,-1450,2150,0.278,41.7,false,50,false
7850,9300,150,3,24,true,-1450,2150,0.278,43.6,false,-150,false
8000,9750,150,4,25,true,-1750,2000,0.159,119.3,true,150,false
8250,9850,250,3,26,true,-1600,1750,0.278,18.8,true,250,false
8400,9950,150,4,27,true,-1550,1600,0.159,121.0,true,150,false
9600,9950,1200,1,28,true,-350,400,0.671,-783.8,true,1200,false
9850,9950,250,3,29,true,-100,150,0.278,14.9,true,250,false
9950,9950,100,4,30,true,0,50,0.159,131.8,true,100,false
9950,9950,200,3,31,true,0,50,0.278,32.7,true,-200,false
9950,9950,900,6,32,true,0,50,0.033,330.4,true,-900,false
9950,9950,150,4,33,true,0,50,0.159,121.8,true,-150,false
9950,9950,600,2,34,true,0,50,0.435,-209.1,true,-600,false
9950,9950,300,2,35,true,0,50,0.435,-79.5,true,-300,false
9950,9950,100,5,36,true,0,50,0.080,219.1,true,-100,false
9950,9950,150,4,37,true,0,50,0.159,119.0,true,-150,false
9950,9950,250,3,38,true,0,50,0.278,17.0,true,-250,false
9950,9950,150,4,39,true,0,50,0.159,119.2,true,-150,false
9950,9950,0,6,40,true,0,50,0.033,364.5,false,0,false
9950,9950,350,2,41,true,0,50,0.435,-97.9,true,-350,false
9950,9950,250,3,42,true,0,50,0.278,20.3,true,-250,false
9950,9950,250,3,43,true,0,50,0.278,17.6,true,-250,false
9950,9950,100,4,44,true,0,50,0.159,130.6,true,-100,false
9950,9950,150,4,45,true,0,50,0.159,118.6,true,-150,false
9950,9950,1000,3,46,true,0,50,0.278,-192.1,true,-1000,false
9950,9950,1000,3,47,true,0,50,0.278,-195.8,true,-1000,false
9950,9950,800,2,48,true,0,50,0.435,-310.2,true,-800,false
9950,9950,0,6,49,true,0,50,0.033,359.7,false,0,false
9950,9950,100,4,50,true,0,50,0.159,126.2,true,-100,false
9950,9950,300,3,51,true,0,50,0.278,3.0,true,-300,false
9950,9950,700,2,52,true,0,50,0.435,-265.9,true,-700,false
9950,9950,0,6,53,true,0,50,0.033,359.7,false,0,false
9950,9950,100,5,54,true,0,50,0.080,217.6,true,-100,false
9950,9950,350,1,55,true,0,50,0.671,-207.4,true,-350,false
9950,9950,1100,1,56,true,0,50,0.671,-691.5,true,-1100,false
9950,9950,1000,3,57,true,0,50,0.278,-199.2,true,-1000,false
9950,9950,1050,2,58,true,0,50,0.435,-414.0,true,-1050,false
9950,9950,250,3,59,true,0,50,0.278,16.7,true,-250,false
9950,9950,300,2,60,true,0,50,0.435,-84.6,true,-300,false
0,0,100,5,1,false,0,10000,0.080,218.2,false,100,false
0,0,100,5,1,false,0,10000,0.080,215.7,false,-100,false
0,0,100,4,2,false,0,10000,0.159,129.3,false,100,false
0,0,350,1,2,false,0,10000,0.671,-208.4,false,250,false
0,0,350,1,2,false,0,10000,0.671,-205.9,false,-350,false
0,0,500,3,3,false,0,10000,0.278,-55.0,false,500,false
0,0,700,1,3,false,0,10000,0.671,-440.1,false,200,false
0,0,700,1,3,false,0,10000,0.671,-444.3,false,-700,false
0,450,300,2,4,false,-450,10000,0.435,-84.0,false,300,false
0,450,300,2,4,false,-450,10000,0.435,-84.1,false,-300,false
0,750,1000,3,5,true,-750,10000,0.278,-190.5,true,1000,false
400,950,400,3,6,true,-550,9600,0.278,-20.5,true,400,false
700,1150,300,4,7,true,-450,9300,0.159,95.8,true,300,false
700,1150,150,4,7,true,-450,9300,0.159,119.2,false,150,false
700,1150,350,2,7,true,-450,9300,0.435,-108.6,true,0,false
900,1550,200,3,8,true,-650,9100,0.278,31.4,true,200,false
1500,1700,600,2,9,true,-200,8500,0.435,-211.2,true,600,false
1900,1700,400,5,10,true,200,8100,0.080,190.7,true,400,false
2150,1900,250,3,11,true,250,7850,0.278,13.4,true,250,false
2150,1900,1000,3,11,true,250,7850,0.278,-194.0,true,1000,false
