currentScore,opponentScore,pendingScore,remainingDice,turnNumber,isOpen,scoreGap,pointsNeededToWin,bustProbability,expectedValue,decidedToHold,outcome,won
9950,11500,600,2,45,true,-1550,50,0.435,-218.4,true,-600,true
9950,11500,100,5,46,true,-1550,50,0.080,213.1,true,-100,true
9950,11500,1500,6,47,true,-1550,50,0.033,303.5,true,-1500,true
9950,11500,250,2,48,true,-1550,50,0.435,-60.9,true,-250,true
9950,11500,200,3,49,true,-1550,50,0.278,36.4,true,-200,true
9950,11500,250,3,50,true,-1550,50,0.278,12.7,true,-250,true
9950,11500,250,3,51,true,-1550,50,0.278,23.6,true,-250,true
9950,11500,200,4,52,true,-1550,50,0.159,111.9,true,-200,true
9950,11500,300,2,53,true,-1550,50,0.435,-82.0,true,-300,true
9950,11500,150,4,54,true,-1550,50,0.159,120.8,true,-150,true
9950,11500,250,3,55,true,-1550,50,0.278,15.8,true,-250,true
9950,11500,500,2,56,true,-1550,50,0.435,-173.5,true,-500,true
9950,11500,2000,2,57,true,-1550,50,0.435,-845.7,true,-2000,true
9950,11500,300,2,58,true,-1550,50,0.435,-88.4,true,-300,true
9950,11500,200,4,59,true,-1550,50,0.159,109.2,true,-200,true
9950,11500,100,5,60,true,-1550,50,0.080,225.7,true,-100,true
9950,11500,650,2,61,true,-1550,50,0.435,-238.1,true,-650,true
9950,11500,600,3,62,true,-1550,50,0.278,-77.0,true,-600,true
9950,11500,300,3,63,true,-1550,50,0.278,2.7,true,-300,true
9950,11500,150,4,64,true,-1550,50,0.159,126.6,true,-150,true
9950,11500,400,2,65,true,-1550,50,0.435,-123.0,true,-400,true
9950,11500,150,4,66,true,-1550,50,0.159,121.6,true,-150,true
9950,11500,0,6,67,true,-1550,50,0.033,358.8,false,0,true
9950,11500,200,4,68,true,-1550,50,0.159,107.6,true,-200,true
9950,11500,150,4,69,true,-1550,50,0.159,117.9,true,-150,true
9950,11500,150,4,70,true,-1550,50,0.159,120.2,true,-150,true
9950,11500,100,5,71,true,-1550,50,0.080,212.8,true,-100,true
9950,11500,1250,1,72,true,-1550,50,0.671,-815.0,true,-1250,true
9950,11500,400,2,73,true,-1550,50,0.435,-134.0,true,-400,true
9950,11500,200,3,74,true,-1550,50,0.278,36.3,true,-200,true
9950,11500,450,2,75,true,-1550,50,0.435,-153.4,true,-450,true
10000,11500,50,5,76,true,-1500,0,0.080,218.7,true,50,true
0,0,0,6,1,false,0,10000,0.033,353.7,false,0,true
0,0,250,3,2,false,0,10000,0.278,13.8,false,250,true
0,0,250,3,2,false,0,10000,0.278,18.0,false,-250,true
0,2000,150,4,3,false,-2000,10000,0.159,118.6,false,150,true
0,2000,250,2,3,false,-2000,10000,0.435,-65.7,false,100,true
0,2000,250,2,3,false,-2000,10000,0.435,-63.2,false,-250,true
0,2200,150,4,4,false,-2200,10000,0.159,121.7,false,150,true
0,2200,1150,1,4,true,-2200,10000,0.671,-726.0,true,1150,true
600,2400,600,3,5,true,-1800,9400,0.278,-75.9,true,600,true
600,2400,700,6,5,true,-1800,9400,0.033,342.8,true,0,true
600,3400,0,6,6,true,-2800,9400,0.033,354.7,false,0,true
600,3400,100,4,6,true,-2800,9400,0.159,130.2,false,100,true
600,3400,350,1,6,true,-2800,9400,0.671,-203.1,true,0,true
1000,4000,400,5,7,true,-3000,9000,0.080,193.3,true,400,true
1000,4200,0,6,8,true,-3200,9000,0.033,358.5,false,0,true
1300,4400,300,4,9,true,-3100,8700,0.159,93.8,true,300,true
1300,4400,50,5,9,true,-3100,8700,0.080,221.9,false,50,true
1300,4400,150,4,9,true,-3100,8700,0.159,119.4,false,100,true
1300,4400,250,3,9,true,-3100,8700,0.278,18.2,true,0,true
1800,4900,500,2,10,true,-3100,8200,0.435,-175.9,true,500,true
2050,5100,250,3,11,true,-3050,7950,0.278,16.9,true,250,true
2400,5300,350,1,12,true,-2900,7600,0.671,-208.5,true,350,true
2800,5500,400,4,13,true,-2700,7200,0.159,74.1,true,400,true
3200,5650,400,5,14,true,-2450,6800,0.080,191.7,true,400,true
3200,5650,250,3,14,true,-2450,6800,0.278,21.0,true,0,true
3500,5950,300,4,15,true,-2450,6500,0.159,99.0,true,300,true
3500,5950,100,5,15,true,-2450,6500,0.080,219.8,false,100,true
3500,5950,200,3,15,true,-2450,6500,0.278,28.4,false,100,true
3500,5950,200,3,15,true,-2450,6500,0.278,30.8,false,-200,true
4150,7000,650,2,16,true,-2850,5850,0.435,-237.8,true,650,true
4450,7200,300,4,17,true,-2750,5550,0.159,97.0,true,300,true
4650,7350,200,3,18,true,-2700,5350,0.278,33.7,true,200,true
4950,7550,300,2,19,true,-2600,5050,0.435,-81.6,true,300,true
5250,7750,300,4,20,true,-2500,4750,0.159,96.5,true,300,true
5500,7950,250,3,21,true,-2450,4500,0.278,19.3,true,250,true
5800,8150,300,4,22,true,-2350,4200,0.159,95.7,true,300,true
5800,8150,450,1,22,true,-2350,4200,0.671,-276.4,true,450,true
6450,8150,200,3,23,true,-1700,3550,0.278,34.6,true,200,true
6450,8150,300,2,23,true,-1700,3550,0.435,-82.6,true,0,true
7700,8450,1250,1,24,true,-750,2300,0.671,-804.3,true,1250,true
7700,8450,200,3,24,true,-750,2300,0.278,28.6,true,0,true
8100,8750,400,4,25,true,-650,1900,0.159,84.4,true,400,true
8400,8950,300,4,26,true,-550,1600,0.159,94.4,true,300,true
8800,9150,400,5,27,true,-350,1200,0.080,191.4,true,400,true
8950,9150,150,4,28,true,-200,1050,0.159,118.4,true,150,true
8950,9150,150,4,28,true,-200,1050,0.159,123.7,false,150,true
8950,9150,300,2,28,true,-200,1050,0.435,-79.5,true,0,true
9600,9750,650,2,29,true,-150,400,0.435,-235.9,true,650,true
9600,9750,450,2,30,true,-150,400,0.435,-154.5,true,-450,true
9700,9950,100,5,31,true,-250,300,0.080,216.6,true,100,true
9700,9950,1050,2,32,true,-250,300,0.435,-421.8,true,-1050,true
9750,9950,50,5,33,true,-200,250,0.080,219.5,true,50,true
9850,9950,100,5,34,true,-100,150,0.080,224.5,true,100,true
9900,9950,50,5,35,true,-50,100,0.080,215.7,true,50,true
9900,9950,0,6,36,true,-50,100,0.033,355.4,false,0,true
9900,9950,200,3,37,true,-50,100,0.278,29.2,true,-200,true
9900,9950,500,6,38,true,-50,100,0.033,339.9,true,-500,true
9900,9950,450,2,39,true,-50,100,0.435,-144.8,true,-450,true
9900,9950,250,3,40,true,-50,100,0.278,17.9,true,-250,true
9900,9950,150,4,41,true,-50,100,0.159,120.0,true,-150,true
9950,9950,50,5,42,true,0,50,0.080,220.8,true,50,true
9950,9950,500,2,43,true,0,50,0.435,-169.2,true,-500,true
9950,9950,250,3,44,true,0,50,0.278,16.0,true,-250,true
9950,9950,300,3,45,true,0,50,0.278,8.3,true,-300,true
9950,9950,250,3,46,true,0,50,0.278,13.9,true,-250,true
9950,9950,100,4,47,true,0,50,0.159,127.6,true,-100,true
10000,9950,50,5,48,true,50,0,0.080,219.6,true,50,true
0,0,1500,6,1,true,0,10000,0.033,307.7,true,1500,false
2000,0,2000,2,2,true,2000,8000,0.435,-828.2,true,2000,false
2200,0,200,3,3,true,2200,7800,0.278,29.7,true,200,false
2400,0,200,4,4,true,2400,7600,0.159,112.5,true,200,false
2400,0,0,6,4,true,2400,7600,0.033,356.9,false,0,false
3400,600,1000,3,5,true,2800,6600,0.278,-189.8,true,1000,false
4000,600,600,2,6,true,3400,6000,0.435,-217.0,true,600,false
4200,1000,200,4,7,true,3200,5800,0.159,111.6,true,200,false
4400,1000,200,4,8,true,3400,5600,0.159,114.5,true,200,false
4900,1300,500,1,9,true,3600,5100,0.671,-308.8,true,500,false
4900,1300,200,4,9,true,3600,5100,0.159,112.8,false,200,false
4900,1300,200,4,9,true,3600,5100,0.159,109.3,false,-200,false
5100,1800,200,4,10,true,3300,4900,0.159,107.1,true,200,false
5300,2050,200,4,11,true,3250,4700,0.159,113.1,true,200,false
5500,2400,200,3,12,true,3100,4500,0.278,34.1,true,200,false
5650,2800,150,4,13,true,2850,4350,0.159,126.2,true,150,false
5950,3200,300,4,14,true,2750,4050,0.159,95.8,true,300,false
7000,3500,1050,2,15,true,3500,3000,0.435,-411.1,true,1050,false
7000,3500,250,3,15,true,3500,3000,0.278,18.7,false,250,false
7000,3500,450,1,15,true,3500,3000,0.671,-275.0,true,0,false
7200,4150,200,3,16,true,3050,2800,0.278,27.8,true,200,false
7350,4450,150,4,17,true,2900,2650,0.159,121.4,true,150,false
7550,4650,200,4,18,true,2900,2450,0.159,110.2,true,200,false
7750,4950,200,4,19,true,2800,2250,0.159,113.4,true,200,false
7950,5250,200,3,20,true,2700,2050,0.278,32.2,true,200,false
8150,5500,200,3,21,true,2650,1850,0.278,29.9,true,200,false
8150,6250,300,5,22,true,1900,1850,0.080,200.8,true,0,false
8450,6450,300,5,23,true,2000,1550,0.080,202.9,true,300,false
8450,6450,100,5,23,true,2000,1550,0.080,217.4,false,100,false
8450,6450,150,4,23,true,2000,1550,0.159,121.0,false,50,false
8450,6450,300,2,23,true,2000,1550,0.435,-83.9,true,0,false
8750,7700,300,4,24,true,1050,1250,0.159,90.5,true,300,false
8950,8100,200,3,25,true,850,1050,0.278,36.2,true,200,false
9150,8400,200,4,26,true,750,850,0.159,113.5,true,200,false
9150,8800,0,6,27,true,350,850,0.033,361.1,false,0,false
9750,8950,600,2,28,true,800,250,0.435,-223.7,true,600,false
9750,8950,50,5,28,true,800,250,0.080,227.3,false,50,false
9750,8950,100,4,28,true,800,250,0.159,127.9,false,50,false
9750,8950,150,3,28,true,800,250,0.278,44.5,false,50,false
9750,8950,250,2,28,true,800,250,0.435,-61.7,true,0,false
9750,9600,400,2,29,true,150,250,0.435,-125.3,true,-400,false
9950,9600,200,4,30,true,350,50,0.159,109.6,true,200,false
9950,9700,200,3,31,true,250,50,0.278,30.7,true,-200,false
9950,9700,800,1,32,true,250,50,0.671,-508.9,true,-800,false
9950,9750,200,3,33,true,200,50,0.278,32.1,true,-200,false
9950,9850,200,4,34,true,100,50,0.159,114.5,true,-200,false
9950,9900,100,4,35,true,50,50,0.159,124.0,true,-100,false
9950,9900,250,3,36,true,50,50,0.278,17.8,true,-250,false
9950,9900,600,2,37,true,50,50,0.435,-216.5,true,-600,false
9950,9900,250,3,38,true,50,50,0.278,15.7,true,-250,false
9950,9900,100,4,39,true,50,50,0.159,125.7,true,-100,false
9950,9900,0,6,40,true,50,50,0.033,359.5,false,0,false
9950,9900,200,3,41,true,50,50,0.278,32.6,true,-200,false
9950,9950,200,3,42,true,0,50,0.278,31.7,true,-200,false
9950,9950,100,4,43,true,0,50,0.159,131.8,true,-100,false
9950,9950,350,2,44,true,0,50,0.435,-102.7,true,-350,false
9950,9950,250,3,45,true,0,50,0.278,20.9,true,-250,false
9950,9950,150,4,46,true,0,50,0.159,124.1,true,-150,false
9950,9950,150,4,47,true,0,50,0.159,118.0,true,-150,false
0,0,200,3,1,false,0,10000,0.278,29.5,false,200,true
0,0,350,1,1,false,0,10000,0.671,-203.8,false,150,true
0,0,350,1,1,false,0,10000,0.671,-210.7,false,-350,true
0,0,200,3,2,false,0,10000,0.278,33.7,false,200,true
0,0,400,6,2,false,0,10000,0.033,352.2,false,200,true
0,0,600,3,2,false,0,10000,0.278,-76.9,false,200,true
0,0,700,2,2,false,0,10000,0.435,-261.2,false,100,true
0,0,700,2,2,false,0,10000,0.435,-259.2,false,-700,true
0,0,450,1,3,false,0,10000,0.671,-275.0,false,450,true
0,0,450,1,3,false,0,10000,0.671,-273.7,false,-450,true
0,0,50,5,4,false,0,10000,0.080,220.0,false,50,true
0,0,200,3,4,false,0,10000,0.278,33.0,false,150,true
0,0,200,3,4,false,0,10000,0.278,30.9,false,-200,true
0,0,650,1,5,false,0,10000,0.671,-412.4,false,650,true
0,0,750,6,5,false,0,10000,0.033,330.0,false,100,true
0,0,1300,1,5,true,0,10000,0.671,-841.9,true,1300,true
0,0,150,4,5,true,0,10000,0.159,119.7,false,150,true
0,0,250,3,5,true,0,10000,0.278,14.7,true,0,true
200,300,200,3,6,true,-100,9800,0.278,29.2,true,200,true
200,300,100,4,6,true,-100,9800,0.159,129.0,false,100,true
200,300,250,2,6,true,-100,9800,0.435,-62.2,true,0,true
1300,900,1100,1,7,true,400,8700,0.671,-697.5,true,1100,true
1300,900,600,6,7,true,400,8700,0.033,338.0,true,600,true
1900,1950,1000,3,8,true,-50,8100,0.278,-200.4,true,0,true
2150,2150,250,3,9,true,0,7850,0.278,16.2,true,250,true
2150,2150,200,3,9,true,0,7850,0.278,29.1,true,0,true
2350,2550,200,3,10,true,-200,7650,0.278,30.6,true,200,true
2750,2700,400,5,11,true,50,7250,0.080,194.0,true,400,true
2750,2700,100,4,11,true,50,7250,0.159,125.0,false,100,true
2750,2700,200,3,11,true,50,7250,0.278,30.1,false,100,true
2750,2700,200,3,11,true,50,7250,0.278,31.2,false,-200,true
3200,4200,450,2,12,true,-1000,6800,0.435,-151.4,true,450,true
3200,4200,300,2,12,true,-1000,6800,0.435,-86.2,true,0,true
3500,4600,300,4,13,true,-1100,6500,0.159,89.6,true,300,true
3500,4600,300,2,13,true,-1100,6500,0.435,-89.2,true,0,true
4100,5000,600,2,14,true,-900,5900,0.435,-209.0,true,600,true
4400,5200,300,1,15,true,-800,5600,0.671,-172.8,true,300,true
4400,5200,150,4,15,true,-800,5600,0.159,122.0,false,150,true
4400,5200,300,2,15,true,-800,5600,0.435,-86.2,true,300,true
5000,5200,300,2,16,true,-200,5000,0.435,-83.1,true,300,true
5000,5200,100,4,16,true,-200,5000,0.159,122.1,false,100,true
5000,5200,200,2,16,true,-200,5000,0.435,-40.7,true,0,true
5500,5500,500,2,17,true,0,4500,0.435,-170.8,true,500,true
5800,5650,300,4,18,true,150,4200,0.159,98.4,true,300,true
5800,5650,50,5,18,true,150,4200,0.080,219.8,false,50,true
5800,5650,150,3,18,true,150,4200,0.278,46.6,true,0,true
6200,5950,400,5,19,true,250,3800,0.080,193.5,true,400,true
6200,5950,0,6,19,true,250,3800,0.033,355.9,false,0,true
6200,7450,700,1,20,true,-1250,3800,0.671,-447.7,true,0,true
6200,7450,100,5,20,true,-1250,3800,0.080,223.2,false,100,true
6200,7450,700,2,20,true,-1250,3800,0.435,-261.3,true,700,true
6900,8650,550,6,21,true,-1750,3100,0.033,339.8,true,0,true
6900,8650,100,5,21,true,-1750,3100,0.080,222.5,false,100,true
6900,8650,200,4,21,true,-1750,3100,0.159,112.3,false,100,true
6900,8650,300,3,21,true,-1750,3100,0.278,-0.5,true,0,true
7300,9050,400,3,22,true,-1750,2700,0.278,-25.3,true,400,true
7300,9050,300,3,22,true,-1750,2700,0.278,0.6,true,0,true
8600,9350,1300,1,23,true,-750,1400,0.671,-852.8,true,1300,true
8800,9500,200,4,24,true,-700,1200,0.159,113.3,true,200,true
9000,9650,200,3,25,true,-650,1000,0.278,31.7,true,200,true
9450,9700,450,1,26,true,-250,550,0.671,-274.8,true,450,true
9650,9900,200,4,27,true,-250,350,0.159,109.0,true,200,true
9700,9950,50,5,28,true,-250,300,0.080,220.5,true,50,true
9700,9950,1000,3,29,true,-250,300,0.278,-205.8,true,-1000,true
9750,9950,50,5,30,true,-200,250,0.080,221.3,true,50,true
10000,9950,250,3,31,true,50,0,0.278,18.4,true,250,true
0,0,100,4,1,false,0,10000,0.159,126.7,false,100,false
0,0,150,3,1,false,0,10000,0.278,41.5,false,50,false
0,0,150,3,1,false,0,10000,0.278,39.0,false,-150,false
0,0,200,4,2,false,0,10000,0.159,105.0,false,200,false
0,0,200,4,2,false,0,10000,0.159,114.2,false,-200,false
0,0,250,3,3,false,0,10000,0.278,16.7,false,250,false
0,0,400,1,3,false,0,10000,0.671,-243.7,false,150,false
0,0,400,1,3,false,0,10000,0.671,-241.1,false,-400,false
0,0,50,5,4,false,0,10000,0.080,217.8,false,50,false
0,0,1100,1,4,true,0,10000,0.671,-709.6,true,1100,false
300,0,300,2,5,true,300,9700,0.435,-83.9,true,300,false
900,200,600,3,6,true,700,9100,0.278,-86.8,true,600,false
900,200,50,5,6,true,700,9100,0.080,231.4,false,50,false
900,200,450,1,6,true,700,9100,0.671,-273.0,true,0,false
900,1900,300,5,7,true,-1000,9100,0.080,201.4,true,0,false
900,1900,1050,2,7,true,-1000,9100,0.435,-423.3,true,1050,false
2150,1900,200,3,8,true,250,7850,0.278,33.8,true,200,false
2550,2150,400,2,9,true,400,7450,0.435,-125.7,true,400,false
2700,2350,150,4,10,true,350,7300,0.159,120.0,true,150,false
4200,2750,1500,6,11,true,1450,5800,0.033,311.5,true,1500,false
4600,3200,400,2,12,true,1400,5400,0.435,-131.6,true,400,false
5000,3500,400,3,13,true,1500,5000,0.278,-24.3,true,400,false
5000,3500,200,3,13,true,1500,5000,0.278,33.6,false,200,false
5000,3500,300,2,13,true,1500,5000,0.435,-80.5,true,0,false
5200,4100,200,4,14,true,1100,4800,0.159,104.2,true,200,false
5200,4700,250,3,15,true,500,4800,0.278,17.3,true,0,false
5500,5000,300,4,16,true,500,4500,0.159,97.2,true,300,false
5500,5000,100,5,16,true,500,4500,0.080,220.8,false,100,false
5500,5000,200,3,16,true,500,4500,0.278,32.7,false,100,false
5500,5000,350,1,16,true,500,4500,0.671,-203.8,true,0,false
5650,5500,150,4,17,true,150,4350,0.159,117.9,true,150,false
5950,5800,300,2,18,true,150,4050,0.435,-86.7,true,300,false
6350,6200,400,2,19,true,150,3650,0.435,-122.1,true,400,false
6350,6200,1100,1,19,true,150,3650,0.671,-718.4,true,1100,false
7450,6900,400,2,20,true,550,2550,0.435,-126.6,true,0,false
7450,6900,150,4,20,true,550,2550,0.159,115.2,false,150,false
7450,6900,1200,6,20,true,550,2550,0.033,322.8,true,1200,false
9050,6900,400,2,21,true,2150,950,0.435,-124.4,true,400,false
9350,7300,300,2,22,true,2050,650,0.435,-84.4,true,300,false
9350,7300,250,3,22,true,2050,650,0.278,15.1,false,250,false
9350,7300,350,2,22,true,2050,650,0.435,-110.9,true,0,false
9500,8600,150,4,23,true,900,500,0.159,119.2,true,150,false
9650,8800,150,4,24,true,850,350,0.159,119.9,true,150,false
9700,9000,50,5,25,true,700,300,0.080,221.1,true,50,false
9900,9450,200,4,26,true,450,100,0.159,108.2,true,200,false
9950,9650,50,5,27,true,300,50,0.080,225.7,true,50,false
9950,9700,150,4,28,true,250,50,0.159,119.0,true,-150,false
9950,9700,1300,1,29,true,250,50,0.671,-841.3,true,-1300,false
9950,9750,1200,2,30,true,200,50,0.435,-481.1,true,-1200,false
0,0,2050,1,1,true,0,10000,0.671,-1332.0,true,2050,false
250,0,250,3,2,true,250,9750,0.278,16.5,true,250,false
650,0,400,4,3,true,650,9350,0.159,85.4,true,400,false
1650,0,1000,3,4,true,1650,8350,0.278,-190.4,true,1000,false
2050,0,400,4,5,true,2050,7950,0.159,76.7,true,400,false
2450,0,400,5,6,true,2450,7550,0.080,197.1,true,400,false
2650,0,200,3,7,true,2650,7350,0.278,39.0,true,200,false
3050,0,400,5,8,true,3050,6950,0.080,190.3,true,400,false
3450,0,400,4,9,true,3450,6550,0.159,80.7,true,400,false
3850,0,400,5,10,true,3850,6150,0.080,195.6,true,400,false
4250,0,400,5,11,true,4250,5750,0.080,192.0,true,400,false
4250,0,100,4,11,true,4250,5750,0.159,126.0,false,100,false
4250,0,150,3,11,true,4250,5750,0.278,45.5,true,0,false
5750,300,1500,6,12,true,5450,4250,0.033,312.2,true,1500,false
5950,550,200,3,13,true,5400,4050,0.278,34.6,true,200,false
5950,550,150,4,13,true,5400,4050,0.159,120.5,false,150,false
5950,550,300,2,13,true,5400,4050,0.435,-81.0,true,0,false
7000,1150,1050,2,14,true,5850,3000,0.435,-411.0,true,1050,false
7400,1300,400,3,15,true,6100,2600,0.278,-26.8,true,400,false
7400,1300,100,5,15,true,6100,2600,0.080,225.1,false,100,false
7400,1300,200,4,15,true,6100,2600,0.159,109.3,false,100,false
7400,1300,350,2,15,true,6100,2600,0.435,-101.0,true,0,false
7700,1800,300,4,16,true,5900,2300,0.159,97.7,true,300,false
7700,1800,200,3,16,true,5900,2300,0.278,34.2,true,0,false
8000,2100,300,4,17,true,5900,2000,0.159,93.9,true,300,false
8000,4350,1200,1,18,true,3650,2000,0.671,-783.3,true,0,false
8000,4350,100,4,18,true,3650,2000,0.159,128.4,false,100,false
8000,4350,300,2,18,true,3650,2000,0.435,-84.9,true,0,false
8300,4650,300,4,19,true,3650,1700,0.159,94.1,true,300,false
8300,4650,600,3,19,true,3650,1700,0.278,-80.5,true,600,false
9400,4650,500,2,20,true,4750,600,0.435,-167.4,true,500,false
9400,4650,350,2,20,true,4750,600,0.435,-104.9,true,0,false
9400,6300,300,2,21,true,3100,600,0.435,-85.1,true,0,false
9400,6300,200,4,21,true,3100,600,0.159,117.5,true,0,false
9450,6700,50,5,22,true,2750,550,0.080,216.6,true,50,false
9450,6700,150,4,22,true,2750,550,0.159,120.0,true,0,false
9550,7000,100,4,23,true,2550,450,0.159,124.2,true,100,false
9550,7200,500,3,24,true,2350,450,0.278,-47.3,true,-500,false
9550,7200,200,3,24,true,2350,450,0.278,30.1,false,200,false
9550,7200,250,2,24,true,2350,450,0.435,-62.8,true,0,false
9750,8250,200,4,25,true,1500,250,0.159,113.5,true,200,false
9750,8250,1000,3,25,true,1500,250,0.278,-178.0,true,1000,false
10750,8250,200,4,26,true,2500,-750,0.159,114.1,true,-200,false
10750,8250,100,5,26,true,2500,-750,0.080,223.1,false,100,false
10750,8250,300,2,26,true,2500,-750,0.435,-84.3,true,0,false
10750,8750,300,2,27,true,2000,-750,0.435,-87.4,true,-300,false
10750,8750,250,3,27,true,2000,-750,0.278,20.9,true,0,false
10750,9050,250,3,28,true,1700,-750,0.278,18.2,true,-250,false
10750,9250,450,1,29,true,1500,-750,0.671,-278.7,true,-450,false
10750,9450,150,4,30,true,1300,-750,0.159,118.1,true,-150,false
10750,9450,100,5,30,true,1300,-750,0.080,218.7,false,100,false
10750,9450,400,1,30,true,1300,-750,0.671,-243.9,true,400,false
11150,9450,100,5,31,true,1700,-1150,0.080,221.4,true,-100,false
11150,9550,50,5,32,true,1600,-1150,0.080,224.5,true,-50,false
11150,9600,500,3,33,true,1550,-1150,0.278,-51.4,true,-500,false
11150,9800,300,3,34,true,1350,-1150,0.278,4.3,true,-300,false
11150,9900,200,3,35,true,1250,-1150,0.278,31.2,true,-200,false
0,0,200,3,1,false,0,10000,0.278,35.0,false,200,true
0,0,300,1,1,false,0,10000,0.671,-172.8,false,100,true
0,0,300,1,1,false,0,10000,0.671,-174.2,false,-300,true
0,250,250,3,2,false,-250,10000,0.278,20.8,false,250,true
0,250,400,1,2,false,-250,10000,0.671,-234.0,false,150,true
0,250,400,1,2,false,-250,10000,0.671,-236.7,false,-400,true
0,650,200,3,3,false,-650,10000,0.278,28.4,false,200,true
0,650,200,3,3,false,-650,10000,0.278,30.5,false,-200,true
0,1650,400,2,4,false,-1650,10000,0.435,-128.0,false,400,true
0,1650,400,2,4,false,-1650,10000,0.435,-124.9,false,-400,true
0,2050,250,3,5,false,-2050,10000,0.278,18.4,false,250,true
0,2050,400,1,5,false,-2050,10000,0.671,-251.4,false,150,true
0,2050,400,1,5,false,-2050,10000,0.671,-247.4,false,-400,true
0,2450,150,4,6,false,-2450,10000,0.159,117.5,false,150,true
0,2450,200,3,6,false,-2450,10000,0.278,27.9,false,50,true
0,2450,350,1,6,false,-2450,10000,0.671,-210.0,false,150,true
0,2450,400,6,6,false,-2450,10000,0.033,358.8,false,50,true
0,2450,450,5,6,false,-2450,10000,0.080,200.7,false,50,true
0,2450,500,4,6,false,-2450,10000,0.159,73.6,false,50,true
0,2450,650,2,6,false,-2450,10000,0.435,-227.4,false,150,true
0,2450,650,2,6,false,-2450,10000,0.435,-246.9,false,-650,true
0,2650,150,4,7,false,-2650,10000,0.159,127.6,false,150,true
0,2650,200,3,7,false,-2650,10000,0.278,32.7,false,50,true
0,2650,300,2,7,false,-2650,10000,0.435,-86.7,false,100,true
0,2650,400,1,7,false,-2650,10000,0.671,-237.1,false,100,true
0,2650,400,1,7,false,-2650,10000,0.671,-240.4,false,-400,true
0,3050,500,3,8,false,-3050,10000,0.278,-64.1,false,500,true
0,3050,500,3,8,false,-3050,10000,0.278,-48.9,false,-500,true
0,3450,200,3,9,false,-3450,10000,0.278,31.1,false,200,true
0,3450,400,1,9,false,-3450,10000,0.671,-245.1,false,200,true
0,3450,400,1,9,false,-3450,10000,0.671,-240.0,false,-400,true
0,3850,500,6,10,false,-3850,10000,0.033,343.5,false,500,true
0,3850,550,5,10,false,-3850,10000,0.080,185.1,false,50,true
0,3850,600,4,10,false,-3850,10000,0.159,50.4,false,50,true
0,3850,1200,1,10,true,-3850,10000,0.671,-774.6,true,1200,true
0,3850,400,3,10,true,-3850,10000,0.278,-20.4,true,0,true
300,4250,300,2,11,true,-3950,9700,0.435,-84.6,true,300,true
300,4250,1000,3,11,true,-3950,9700,0.278,-186.9,true,0,true
550,5750,250,2,12,true,-5200,9450,0.435,-65.0,true,250,true
1150,5950,600,2,13,true,-4800,8850,0.435,-220.0,true,600,true
1150,5950,250,2,13,true,-4800,8850,0.435,-60.9,true,0,true
1300,7000,150,4,14,true,-5700,8700,0.159,122.4,true,150,true
1300,7000,100,4,14,true,-5700,8700,0.159,126.4,false,100,true
1300,7000,300,2,14,true,-5700,8700,0.435,-84.7,true,0,true
1800,7400,500,1,15,true,-5600,8200,0.671,-308.1,true,500,true
1800,7400,200,3,15,true,-5600,8200,0.278,32.8,true,0,true
2100,7700,300,5,16,true,-5600,7900,0.080,200.1,true,300,true
2100,7700,150,4,16,true,-5600,7900,0.159,118.4,true,0,true
2300,8000,200,4,17,true,-5700,7700,0.159,109.5,true,200,true
2300,8000,2050,1,17,true,-5700,7700,0.671,-1325.1,true,2050,true
4650,8000,300,5,18,true,-3350,5350,0.080,198.7,true,300,true
4650,8000,250,3,18,true,-3350,5350,0.278,13.3,true,0,true
4650,8900,500,3,19,true,-4250,5350,0.278,-55.4,true,0,true
4650,8900,100,4,19,true,-4250,5350,0.159,129.5,false,100,true
4650,8900,100,4,19,true,-4250,5350,0.159,134.5,false,-100,true
5700,9400,1050,2,20,true,-3700,4300,0.435,-428.6,true,1050,true
5700,9400,600,1,20,true,-3700,4300,0.671,-372.7,true,600,true
6700,9400,400,3,21,true,-2700,3300,0.278,-26.6,true,400,true
7000,9450,300,5,22,true,-2450,3000,0.080,203.3,true,300,true
7200,9550,200,4,23,true,-2350,2800,0.159,116.9,true,200,true
8250,9550,1050,2,24,true,-1300,1750,0.435,-422.4,true,1050,true
8250,10750,300,5,25,true,-2500,1750,0.080,202.5,true,0,true
8750,10750,500,1,26,true,-2000,1250,0.671,-309.1,true,500,true
9050,10750,300,2,27,true,-1700,950,0.435,-83.1,true,300,true
9250,10750,200,4,28,true,-1500,750,0.159,114.9,true,200,true
9450,10750,200,4,29,true,-1300,550,0.159,118.6,true,200,true
9450,11150,300,2,30,true,-1700,550,0.435,-86.9,true,0,true
9550,11150,100,4,31,true,-1600,450,0.159,125.6,true,100,true
9600,11150,50,5,32,true,-1550,400,0.080,223.3,true,50,true
9800,11150,200,3,33,true,-1350,200,0.278,34.4,true,200,true
9900,11150,100,4,34,true,-1250,100,0.159,129.1,true,100,true
10000,11150,100,4,35,true,-1150,0,0.159,129.7,true,100,true
